"Latest: Time (s)","Latest: Force (N)","Latest: Force 4 (N)","Latest: Force 2 (N)","Latest: Force 3 (N)","Latest: Total Force (N)"
1210,713.06,406.59,283.27,338.22,1741.14
1212,713.06,406.59,282.05,338.22,1739.92
1214,713.06,406.59,283.27,338.22,1741.14
1216,714.29,406.59,283.27,338.22,1742.37
1218,714.29,406.59,283.27,338.22,1742.37
1220,714.29,406.59,282.05,338.22,1741.15
1222,713.06,405.37,283.27,337,1738.7
1224,713.06,406.59,283.27,338.22,1741.14
1226,714.29,406.59,283.27,338.22,1742.37
1228,713.06,406.59,283.27,337,1739.92
1230,714.29,405.37,283.27,338.22,1741.15
1232,713.06,405.37,282.05,338.22,1738.7
1234,711.84,406.59,283.27,338.22,1739.92
1236,713.06,406.59,283.27,338.22,1741.14
1238,713.06,407.81,283.27,338.22,1742.36
1240,713.06,406.59,283.27,337,1739.92
1242,711.84,407.81,283.27,337,1739.92
1244,713.06,406.59,283.27,337,1739.92
1246,713.06,406.59,283.27,337,1739.92
1248,714.29,405.37,283.27,338.22,1741.15
1250,713.06,406.59,283.27,338.22,1741.14
1252,711.84,406.59,282.05,338.22,1738.7
1254,713.06,406.59,282.05,338.22,1739.92
1256,713.06,406.59,283.27,338.22,1741.14
1258,713.06,406.59,282.05,338.22,1739.92
1260,713.06,406.59,282.05,338.22,1739.92
1262,713.06,405.37,282.05,338.22,1738.7
1264,711.84,406.59,282.05,338.22,1738.7
1266,714.29,405.37,282.05,338.22,1739.93
1268,713.06,406.59,282.05,339.44,1741.14
1270,713.06,405.37,282.05,338.22,1738.7
1272,714.29,405.37,283.27,338.22,1741.15
1274,714.29,406.59,282.05,338.22,1741.15
1276,714.29,406.59,282.05,339.44,1742.37
1278,713.06,406.59,282.05,339.44,1741.14
1280,713.06,405.37,282.05,338.22,1738.7
1282,714.29,405.37,282.05,338.22,1739.93
1284,713.06,405.37,282.05,338.22,1738.7
1286,713.06,405.37,282.05,338.22,1738.7
1288,714.29,405.37,280.83,338.22,1738.71
1290,713.06,405.37,282.05,338.22,1738.7
1292,714.29,405.37,282.05,338.22,1739.93
1294,714.29,406.59,282.05,339.44,1742.37
1296,713.06,406.59,282.05,339.44,1741.14
1298,714.29,405.37,282.05,338.22,1739.93
1300,713.06,405.37,282.05,339.44,1739.92
1302,714.29,405.37,282.05,339.44,1741.15
1304,714.29,405.37,282.05,338.22,1739.93
1306,714.29,406.59,282.05,338.22,1741.15
1308,711.84,407.81,283.27,338.22,1741.14
1310,714.29,404.15,282.05,338.22,1738.71
1312,714.29,405.37,282.05,338.22,1739.93
1314,714.29,406.59,282.05,338.22,1741.15
1316,714.29,405.37,282.05,338.22,1739.93
1318,714.29,406.59,283.27,338.22,1742.37
1320,714.29,405.37,282.05,339.44,1741.15
1322,713.06,406.59,282.05,339.44,1741.14
1324,713.06,406.59,282.05,337,1738.7
1326,713.06,406.59,282.05,338.22,1739.92
1328,713.06,406.59,282.05,338.22,1739.92
1330,713.06,405.37,282.05,338.22,1738.7
1332,711.84,406.59,282.05,338.22,1738.7
1334,713.06,406.59,282.05,338.22,1739.92
1336,713.06,406.59,283.27,338.22,1741.14
1338,713.06,406.59,282.05,339.44,1741.14
1340,713.06,406.59,282.05,337,1738.7
1342,711.84,406.59,282.05,338.22,1738.7
1344,711.84,406.59,283.27,338.22,1739.92
1346,711.84,406.59,282.05,339.44,1739.92
1348,711.84,405.37,282.05,338.22,1737.48
1350,711.84,406.59,282.05,338.22,1738.7
1352,711.84,406.59,282.05,338.22,1738.7
1354,710.62,409.04,283.27,338.22,1741.15
1356,713.06,406.59,282.05,338.22,1739.92
1358,713.06,405.37,282.05,338.22,1738.7
1360,713.06,405.37,282.05,339.44,1739.92
1362,713.06,405.37,282.05,339.44,1739.92
1364,713.06,405.37,282.05,338.22,1738.7
1366,713.06,406.59,282.05,339.44,1741.14
1368,714.29,404.15,282.05,339.44,1739.93
1370,713.06,406.59,282.05,339.44,1741.14
1372,714.29,405.37,282.05,339.44,1741.15
1374,714.29,405.37,282.05,338.22,1739.93
1376,714.29,405.37,282.05,339.44,1741.15
1378,713.06,405.37,283.27,339.44,1741.14
1380,710.62,406.59,283.27,338.22,1738.7
1382,713.06,405.37,282.05,338.22,1738.7
1384,713.06,406.59,282.05,338.22,1739.92
1386,713.06,406.59,282.05,337,1738.7
1388,711.84,406.59,283.27,339.44,1741.14
1390,714.29,406.59,282.05,338.22,1741.15
1392,713.06,405.37,282.05,338.22,1738.7
1394,713.06,406.59,282.05,337,1738.7
1396,713.06,406.59,283.27,338.22,1741.14
1398,713.06,406.59,282.05,338.22,1739.92
1400,713.06,405.37,282.05,338.22,1738.7
1402,711.84,406.59,282.05,338.22,1738.7
1404,713.06,406.59,282.05,338.22,1739.92
1406,713.06,406.59,283.27,338.22,1741.14
1408,711.84,405.37,283.27,338.22,1738.7
1410,713.06,406.59,282.05,338.22,1739.92
1412,711.84,405.37,282.05,338.22,1737.48
1414,713.06,406.59,282.05,338.22,1739.92
1416,711.84,406.59,282.05,338.22,1738.7
1418,711.84,406.59,282.05,338.22,1738.7
1420,711.84,406.59,282.05,338.22,1738.7
1422,713.06,406.59,282.05,338.22,1739.92
1424,714.29,405.37,282.05,338.22,1739.93
1426,713.06,406.59,282.05,338.22,1739.92
1428,713.06,406.59,282.05,338.22,1739.92
1430,713.06,406.59,282.05,338.22,1739.92
1432,711.84,406.59,282.05,338.22,1738.7
1434,713.06,406.59,282.05,338.22,1739.92
1436,713.06,406.59,282.05,337,1738.7
1438,711.84,407.81,282.05,338.22,1739.92
1440,710.62,409.04,283.27,338.22,1741.15
1442,713.06,405.37,282.05,339.44,1739.92
1444,710.62,407.81,282.05,338.22,1738.7
1446,713.06,405.37,282.05,338.22,1738.7
1448,709.4,406.59,283.27,338.22,1737.48
1450,713.06,406.59,282.05,338.22,1739.92
1452,711.84,405.37,282.05,338.22,1737.48
1454,713.06,406.59,282.05,338.22,1739.92
1456,713.06,406.59,282.05,338.22,1739.92
1458,713.06,405.37,282.05,339.44,1739.92
1460,713.06,405.37,282.05,338.22,1738.7
1462,713.06,406.59,283.27,339.44,1742.36
1464,713.06,405.37,283.27,338.22,1739.92
1466,713.06,406.59,282.05,338.22,1739.92
1468,713.06,405.37,282.05,338.22,1738.7
1470,711.84,406.59,282.05,338.22,1738.7
1472,713.06,406.59,282.05,338.22,1739.92
1474,713.06,406.59,282.05,338.22,1739.92
1476,711.84,406.59,282.05,339.44,1739.92
1478,713.06,405.37,282.05,338.22,1738.7
1480,714.29,406.59,282.05,339.44,1742.37
1482,713.06,405.37,282.05,338.22,1738.7
1484,713.06,406.59,282.05,338.22,1739.92
1486,711.84,406.59,282.05,338.22,1738.7
1488,713.06,406.59,280.83,337,1737.48
1490,713.06,406.59,282.05,338.22,1739.92
1492,713.06,406.59,282.05,338.22,1739.92
1494,711.84,406.59,282.05,338.22,1738.7
1496,711.84,406.59,282.05,338.22,1738.7
1498,711.84,406.59,283.27,338.22,1739.92
1500,713.06,406.59,282.05,338.22,1739.92
1502,713.06,405.37,280.83,339.44,1738.7
1504,713.06,406.59,282.05,339.44,1741.14
1506,713.06,406.59,282.05,338.22,1739.92
1508,713.06,406.59,282.05,338.22,1739.92
1510,713.06,406.59,282.05,338.22,1739.92
1512,714.29,406.59,282.05,338.22,1741.15
1514,713.06,406.59,280.83,339.44,1739.92
1516,713.06,405.37,282.05,338.22,1738.7
1518,713.06,406.59,282.05,338.22,1739.92
1520,713.06,405.37,282.05,338.22,1738.7
1522,713.06,406.59,282.05,339.44,1741.14
1524,713.06,405.37,282.05,339.44,1739.92
1526,713.06,406.59,282.05,338.22,1739.92
1528,713.06,406.59,282.05,338.22,1739.92
1530,713.06,406.59,282.05,339.44,1741.14
1532,713.06,406.59,282.05,338.22,1739.92
1534,713.06,405.37,282.05,338.22,1738.7
1536,713.06,406.59,282.05,338.22,1739.92
1538,711.84,406.59,282.05,338.22,1738.7
1540,714.29,406.59,282.05,338.22,1741.15
1542,714.29,405.37,282.05,338.22,1739.93
1544,713.06,405.37,282.05,338.22,1738.7
1546,713.06,406.59,282.05,338.22,1739.92
1548,713.06,406.59,282.05,338.22,1739.92
1550,713.06,406.59,282.05,338.22,1739.92
1552,713.06,406.59,282.05,338.22,1739.92
1554,714.29,405.37,282.05,338.22,1739.93
1556,713.06,406.59,282.05,338.22,1739.92
1558,714.29,406.59,282.05,338.22,1741.15
1560,713.06,406.59,282.05,338.22,1739.92
1562,714.29,405.37,282.05,338.22,1739.93
1564,713.06,405.37,282.05,338.22,1738.7
1566,713.06,406.59,282.05,338.22,1739.92
1568,713.06,406.59,282.05,338.22,1739.92
1570,713.06,406.59,282.05,338.22,1739.92
1572,713.06,406.59,282.05,338.22,1739.92
1574,713.06,406.59,282.05,338.22,1739.92
1576,713.06,406.59,282.05,338.22,1739.92
1578,713.06,406.59,282.05,338.22,1739.92
1580,713.06,406.59,282.05,338.22,1739.92
1582,713.06,405.37,282.05,338.22,1738.7
1584,713.06,406.59,282.05,339.44,1741.14
1586,713.06,406.59,282.05,338.22,1739.92
1588,713.06,406.59,282.05,338.22,1739.92
1590,713.06,406.59,282.05,339.44,1741.14
1592,713.06,405.37,282.05,338.22,1738.7
1594,714.29,406.59,280.83,338.22,1739.93
1596,713.06,406.59,282.05,338.22,1739.92
1598,714.29,406.59,282.05,338.22,1741.15
1600,713.06,406.59,282.05,338.22,1739.92
1602,713.06,406.59,280.83,339.44,1739.92
1604,713.06,404.15,282.05,338.22,1737.48
1606,713.06,405.37,282.05,338.22,1738.7
1608,714.29,406.59,282.05,339.44,1742.37
1610,713.06,405.37,282.05,338.22,1738.7
1612,713.06,406.59,282.05,338.22,1739.92
1614,713.06,405.37,282.05,338.22,1738.7
1616,713.06,406.59,282.05,339.44,1741.14
1618,713.06,406.59,280.83,339.44,1739.92
1620,714.29,405.37,282.05,339.44,1741.15
1622,713.06,406.59,282.05,338.22,1739.92
1624,714.29,405.37,282.05,338.22,1739.93
1626,714.29,406.59,283.27,338.22,1742.37
1628,714.29,405.37,282.05,338.22,1739.93
1630,713.06,406.59,282.05,339.44,1741.14
1632,713.06,406.59,282.05,338.22,1739.92
1634,713.06,406.59,282.05,338.22,1739.92
1636,713.06,405.37,282.05,339.44,1739.92
1638,713.06,406.59,282.05,338.22,1739.92
1640,713.06,405.37,283.27,338.22,1739.92
1642,713.06,406.59,282.05,339.44,1741.14
1644,713.06,406.59,283.27,339.44,1742.36
1646,714.29,406.59,282.05,338.22,1741.15
1648,713.06,406.59,282.05,338.22,1739.92
1650,713.06,406.59,282.05,338.22,1739.92
1652,713.06,406.59,282.05,338.22,1739.92
1654,713.06,406.59,282.05,339.44,1741.14
1656,713.06,405.37,282.05,338.22,1738.7
1658,713.06,406.59,282.05,338.22,1739.92
1660,711.84,405.37,282.05,338.22,1737.48
1662,711.84,405.37,283.27,339.44,1739.92
1664,713.06,405.37,282.05,339.44,1739.92
1666,711.84,406.59,282.05,338.22,1738.7
1668,713.06,406.59,282.05,338.22,1739.92
1670,713.06,406.59,282.05,338.22,1739.92
1672,713.06,406.59,282.05,338.22,1739.92
1674,713.06,406.59,282.05,338.22,1739.92
1676,713.06,406.59,282.05,338.22,1739.92
1678,713.06,406.59,282.05,338.22,1739.92
1680,711.84,405.37,283.27,339.44,1739.92
1682,711.84,406.59,282.05,338.22,1738.7
1684,711.84,406.59,283.27,338.22,1739.92
1686,713.06,405.37,282.05,338.22,1738.7
1688,713.06,406.59,282.05,338.22,1739.92
1690,713.06,406.59,282.05,338.22,1739.92
1692,713.06,405.37,282.05,338.22,1738.7
1694,714.29,406.59,283.27,338.22,1742.37
1696,713.06,406.59,282.05,338.22,1739.92
1698,713.06,406.59,282.05,339.44,1741.14
1700,711.84,409.04,283.27,337,1741.15
1702,711.84,409.04,283.27,337,1741.15
1704,711.84,409.04,284.49,335.78,1741.15
1706,711.84,406.59,282.05,338.22,1738.7
1708,713.06,406.59,282.05,338.22,1739.92
1710,713.06,406.59,283.27,338.22,1741.14
1712,713.06,406.59,282.05,338.22,1739.92
1714,713.06,407.81,282.05,339.44,1742.36
1716,713.06,406.59,282.05,339.44,1741.14
1718,713.06,406.59,282.05,338.22,1739.92
1720,711.84,406.59,282.05,338.22,1738.7
1722,713.06,406.59,283.27,338.22,1741.14
1724,713.06,406.59,282.05,339.44,1741.14
1726,711.84,406.59,282.05,338.22,1738.7
1728,713.06,406.59,282.05,338.22,1739.92
1730,714.29,404.15,282.05,338.22,1738.71
1732,711.84,407.81,283.27,338.22,1741.14
1734,711.84,407.81,283.27,338.22,1741.14
1736,711.84,407.81,283.27,338.22,1741.14
1738,711.84,407.81,283.27,337,1739.92
1740,710.62,407.81,283.27,338.22,1739.92
1742,710.62,409.04,283.27,338.22,1741.15
1744,711.84,407.81,282.05,338.22,1739.92
1746,711.84,407.81,282.05,337,1738.7
1748,711.84,407.81,282.05,338.22,1739.92
1750,710.62,406.59,282.05,338.22,1737.48
1752,711.84,407.81,283.27,338.22,1741.14
1754,710.62,406.59,283.27,338.22,1738.7
1756,711.84,407.81,283.27,338.22,1741.14
1758,711.84,407.81,283.27,338.22,1741.14
1760,711.84,407.81,282.05,338.22,1739.92
1762,711.84,407.81,283.27,338.22,1741.14
1764,710.62,407.81,283.27,337,1738.7
1766,710.62,407.81,283.27,337,1738.7
1768,711.84,407.81,282.05,338.22,1739.92
1770,710.62,407.81,284.49,338.22,1741.14
1772,711.84,407.81,283.27,337,1739.92
1774,710.62,407.81,282.05,338.22,1738.7
1776,711.84,407.81,282.05,337,1738.7
1778,710.62,407.81,283.27,338.22,1739.92
1780,711.84,407.81,282.05,337,1738.7
1782,711.84,406.59,282.05,338.22,1738.7
1784,710.62,407.81,282.05,337,1737.48
1786,711.84,406.59,282.05,338.22,1738.7
1788,711.84,406.59,283.27,338.22,1739.92
1790,711.84,406.59,283.27,337,1738.7
1792,711.84,406.59,282.05,338.22,1738.7
1794,711.84,406.59,283.27,338.22,1739.92
1796,713.06,406.59,282.05,339.44,1741.14
1798,714.29,405.37,282.05,338.22,1739.93
1800,714.29,406.59,282.05,339.44,1742.37
1802,714.29,405.37,282.05,338.22,1739.93
1804,713.06,407.81,283.27,337,1741.14
1806,711.84,407.81,283.27,337,1739.92
1808,710.62,407.81,283.27,337,1738.7
1810,711.84,407.81,282.05,337,1738.7
1812,711.84,407.81,282.05,338.22,1739.92
1814,711.84,407.81,282.05,338.22,1739.92
1816,711.84,406.59,282.05,337,1737.48
1818,713.06,407.81,283.27,337,1741.14
1820,711.84,407.81,283.27,338.22,1741.14
1822,711.84,407.81,282.05,338.22,1739.92
1824,713.06,407.81,282.05,337,1739.92
1826,713.06,407.81,282.05,338.22,1741.14
1828,711.84,407.81,282.05,337,1738.7
1830,711.84,407.81,283.27,337,1739.92
1832,711.84,407.81,283.27,338.22,1741.14
1834,711.84,407.81,283.27,338.22,1741.14
1836,711.84,407.81,283.27,338.22,1741.14
1838,713.06,406.59,282.05,338.22,1739.92
1840,714.29,405.37,283.27,339.44,1742.37
1842,713.06,406.59,282.05,338.22,1739.92
1844,711.84,409.04,283.27,338.22,1742.37
1846,710.62,407.81,282.05,338.22,1738.7
1848,711.84,409.04,282.05,338.22,1741.15
1850,711.84,406.59,282.05,338.22,1738.7
1852,711.84,407.81,282.05,338.22,1739.92
1854,711.84,409.04,282.05,338.22,1741.15
1856,711.84,407.81,283.27,338.22,1741.14
1858,713.06,407.81,282.05,337,1739.92
1860,711.84,407.81,282.05,338.22,1739.92
1862,713.06,407.81,282.05,338.22,1741.14
1864,713.06,406.59,282.05,338.22,1739.92
1866,711.84,407.81,283.27,338.22,1741.14
1868,713.06,407.81,283.27,338.22,1742.36
1870,711.84,409.04,283.27,337,1741.15
1872,711.84,407.81,282.05,338.22,1739.92
1874,715.51,404.15,282.05,338.22,1739.93
1876,713.06,405.37,282.05,338.22,1738.7
1878,714.29,406.59,282.05,338.22,1741.15
1880,713.06,406.59,282.05,338.22,1739.92
1882,714.29,406.59,282.05,338.22,1741.15
1884,714.29,406.59,283.27,338.22,1742.37
1886,711.84,407.81,283.27,337,1739.92
1888,715.51,406.59,282.05,338.22,1742.37
1890,711.84,409.04,283.27,337,1741.15
1892,713.06,409.04,283.27,337,1742.37
1894,713.06,406.59,282.05,338.22,1739.92
1896,713.06,406.59,282.05,339.44,1741.14
1898,713.06,407.81,282.05,338.22,1741.14
1900,711.84,407.81,283.27,338.22,1741.14
1902,713.06,407.81,282.05,338.22,1741.14
1904,711.84,407.81,282.05,338.22,1739.92
1906,713.06,406.59,282.05,337,1738.7
1908,711.84,406.59,282.05,337,1737.48
1910,713.06,406.59,282.05,337,1738.7
1912,711.84,407.81,282.05,338.22,1739.92
1914,713.06,406.59,282.05,337,1738.7
1916,713.06,405.37,282.05,338.22,1738.7
1918,713.06,409.04,282.05,337,1741.15
1920,714.29,407.81,282.05,338.22,1742.37
1922,713.06,407.81,282.05,338.22,1741.14
1924,715.51,404.15,282.05,338.22,1739.93
1926,711.84,407.81,283.27,338.22,1741.14
1928,713.06,407.81,282.05,337,1739.92
1930,713.06,407.81,283.27,337,1741.14
1932,711.84,407.81,283.27,337,1739.92
1934,711.84,407.81,283.27,337,1739.92
1936,711.84,406.59,283.27,337,1738.7
1938,711.84,406.59,282.05,338.22,1738.7
1940,711.84,405.37,282.05,337,1736.26
1942,714.29,402.93,280.83,338.22,1736.27
1944,713.06,406.59,282.05,337,1738.7
1946,713.06,405.37,282.05,338.22,1738.7
1948,713.06,406.59,282.05,337,1738.7
1950,713.06,406.59,282.05,338.22,1739.92
1952,711.84,406.59,282.05,337,1737.48
1954,711.84,406.59,282.05,338.22,1738.7
1956,713.06,406.59,282.05,338.22,1739.92
1958,711.84,407.81,280.83,338.22,1738.7
1960,714.29,404.15,282.05,339.44,1739.93
1962,714.29,404.15,282.05,338.22,1738.71
1964,713.06,406.59,282.05,338.22,1739.92
1966,713.06,406.59,283.27,338.22,1741.14
1968,713.06,406.59,283.27,338.22,1741.14
1970,711.84,406.59,282.05,337,1737.48
1972,713.06,405.37,282.05,338.22,1738.7
1974,713.06,405.37,282.05,338.22,1738.7
1976,713.06,406.59,282.05,338.22,1739.92
1978,714.29,405.37,283.27,337,1739.93
1980,713.06,406.59,282.05,338.22,1739.92
1982,713.06,406.59,283.27,337,1739.92
1984,713.06,406.59,282.05,338.22,1739.92
1986,713.06,406.59,282.05,338.22,1739.92
1988,713.06,406.59,282.05,338.22,1739.92
1990,713.06,406.59,282.05,338.22,1739.92
1992,713.06,406.59,282.05,338.22,1739.92
1994,713.06,406.59,282.05,338.22,1739.92
1996,713.06,406.59,282.05,338.22,1739.92
1998,711.84,406.59,282.05,337,1737.48
2000,713.06,406.59,282.05,338.22,1739.92
2002,714.29,406.59,282.05,338.22,1741.15
2004,711.84,406.59,283.27,338.22,1739.92
2006,713.06,406.59,283.27,338.22,1741.14
2008,714.29,406.59,282.05,338.22,1741.15
2010,713.06,406.59,282.05,337,1738.7
2012,713.06,405.37,283.27,337,1738.7
2014,713.06,405.37,283.27,338.22,1739.92
2016,713.06,406.59,282.05,338.22,1739.92
2018,713.06,406.59,283.27,338.22,1741.14
2020,713.06,406.59,283.27,338.22,1741.14
2022,713.06,406.59,283.27,338.22,1741.14
2024,713.06,406.59,283.27,338.22,1741.14
2026,713.06,405.37,283.27,337,1738.7
2028,715.51,404.15,280.83,338.22,1738.71
2030,715.51,404.15,282.05,338.22,1739.93
2032,714.29,404.15,282.05,338.22,1738.71
2034,713.06,405.37,282.05,339.44,1739.92
2036,713.06,405.37,282.05,338.22,1738.7
2038,714.29,406.59,282.05,339.44,1742.37
2040,714.29,407.81,282.05,338.22,1742.37
2042,714.29,406.59,282.05,338.22,1741.15
2044,714.29,406.59,282.05,338.22,1741.15
2046,714.29,406.59,282.05,338.22,1741.15
2048,713.06,406.59,283.27,338.22,1741.14
2050,714.29,406.59,283.27,338.22,1742.37
2052,714.29,406.59,283.27,338.22,1742.37
2054,713.06,406.59,283.27,338.22,1741.14
2056,713.06,406.59,282.05,338.22,1739.92
2058,713.06,406.59,282.05,338.22,1739.92
2060,713.06,406.59,282.05,339.44,1741.14
2062,713.06,406.59,282.05,338.22,1739.92
2064,713.06,406.59,282.05,338.22,1739.92
2066,711.84,406.59,282.05,338.22,1738.7
2068,713.06,406.59,282.05,337,1738.7
2070,711.84,406.59,283.27,338.22,1739.92
2072,711.84,406.59,283.27,339.44,1741.14
2074,713.06,406.59,282.05,338.22,1739.92
2076,713.06,406.59,282.05,338.22,1739.92
2078,713.06,406.59,282.05,338.22,1739.92
2080,713.06,406.59,282.05,339.44,1741.14
2082,711.84,406.59,282.05,338.22,1738.7
2084,711.84,407.81,283.27,338.22,1741.14
2086,713.06,407.81,282.05,338.22,1741.14
2088,711.84,406.59,283.27,338.22,1739.92
2090,713.06,406.59,282.05,338.22,1739.92
2092,713.06,407.81,283.27,338.22,1742.36
2094,711.84,406.59,282.05,338.22,1738.7
2096,711.84,407.81,283.27,338.22,1741.14
2098,711.84,406.59,283.27,337,1738.7
2100,713.06,406.59,283.27,338.22,1741.14
2102,711.84,407.81,282.05,338.22,1739.92
2104,711.84,406.59,283.27,337,1738.7
2106,711.84,407.81,282.05,337,1738.7
2108,714.29,406.59,282.05,338.22,1741.15
2110,710.62,406.59,283.27,338.22,1738.7
2112,713.06,406.59,282.05,337,1738.7
2114,711.84,406.59,282.05,338.22,1738.7
2116,713.06,406.59,283.27,338.22,1741.14
2118,713.06,406.59,282.05,338.22,1739.92
2120,711.84,406.59,282.05,337,1737.48
2122,711.84,406.59,283.27,337,1738.7
2124,710.62,407.81,283.27,335.78,1737.48
2126,710.62,409.04,282.05,338.22,1739.93
2128,711.84,409.04,282.05,338.22,1741.15
2130,714.29,406.59,282.05,339.44,1742.37
2132,713.06,406.59,282.05,338.22,1739.92
2134,714.29,406.59,282.05,339.44,1742.37
2136,711.84,407.81,283.27,338.22,1741.14
2138,711.84,409.04,283.27,339.44,1743.59
2140,713.06,406.59,282.05,338.22,1739.92
2142,711.84,407.81,282.05,338.22,1739.92
2144,713.06,406.59,282.05,337,1738.7
2146,714.29,405.37,282.05,338.22,1739.93
2148,711.84,407.81,283.27,338.22,1741.14
2150,713.06,406.59,283.27,337,1739.92
2152,711.84,406.59,282.05,338.22,1738.7
2154,713.06,406.59,282.05,338.22,1739.92
2156,713.06,406.59,282.05,338.22,1739.92
2158,713.06,406.59,282.05,338.22,1739.92
2160,714.29,406.59,280.83,338.22,1739.93
2162,713.06,406.59,282.05,338.22,1739.92
2164,713.06,406.59,282.05,339.44,1741.14
2166,713.06,405.37,282.05,338.22,1738.7
2168,713.06,406.59,282.05,339.44,1741.14
2170,714.29,405.37,283.27,338.22,1741.15
2172,714.29,404.15,283.27,337,1738.71
2174,713.06,406.59,283.27,337,1739.92
2176,714.29,406.59,283.27,337,1741.15
2178,714.29,406.59,282.05,337,1739.93
2180,714.29,405.37,283.27,337,1739.93
2182,714.29,404.15,283.27,338.22,1739.93
2184,714.29,404.15,280.83,339.44,1738.71
2186,714.29,406.59,282.05,338.22,1741.15
2188,713.06,406.59,282.05,338.22,1739.92
2190,713.06,406.59,282.05,339.44,1741.14
2192,713.06,406.59,283.27,338.22,1741.14
2194,711.84,406.59,282.05,338.22,1738.7
2196,713.06,406.59,282.05,338.22,1739.92
2198,713.06,405.37,283.27,339.44,1741.14
2200,711.84,406.59,282.05,338.22,1738.7
2202,711.84,407.81,282.05,338.22,1739.92
2204,713.06,406.59,283.27,338.22,1741.14
2206,711.84,406.59,283.27,338.22,1739.92
2208,711.84,406.59,282.05,338.22,1738.7
2210,711.84,406.59,283.27,338.22,1739.92
2212,711.84,409.04,283.27,338.22,1742.37
2214,713.06,406.59,282.05,337,1738.7
2216,711.84,407.81,283.27,338.22,1741.14
2218,711.84,407.81,283.27,337,1739.92
2220,711.84,407.81,283.27,338.22,1741.14
2222,713.06,406.59,282.05,338.22,1739.92
2224,713.06,406.59,282.05,338.22,1739.92
2226,711.84,407.81,283.27,338.22,1741.14
2228,711.84,406.59,283.27,337,1738.7
2230,711.84,407.81,283.27,337,1739.92
2232,711.84,407.81,283.27,338.22,1741.14
2234,711.84,409.04,282.05,337,1739.93
2236,711.84,406.59,283.27,338.22,1739.92
2238,711.84,407.81,282.05,338.22,1739.92
2240,713.06,407.81,283.27,337,1741.14
2242,713.06,407.81,283.27,338.22,1742.36
2244,713.06,407.81,283.27,337,1741.14
2246,711.84,407.81,283.27,338.22,1741.14
2248,711.84,409.04,282.05,337,1739.93
